   4.9997507e-01   1.3815388e+00
   4.9992145e-01   1.1001487e+00
   4.9985977e-01   9.6787224e-01
   4.9978883e-01   8.8484012e-01
   4.9970723e-01   8.2394226e-01
   4.9961340e-01   7.7523525e-01
   4.9950550e-01   7.3415230e-01
   4.9938146e-01   6.9826837e-01
   4.9923887e-01   6.6614747e-01
   4.9907499e-01   6.3686927e-01
   4.9888669e-01   6.0980838e-01
   4.9867038e-01   5.8452019e-01
   4.9842197e-01   5.6067684e-01
   4.9813678e-01   5.3802904e-01
   4.9780950e-01   5.1638207e-01
   4.9743408e-01   4.9558018e-01
   4.9700364e-01   4.7549593e-01
   4.9651041e-01   4.5602286e-01
   4.9594561e-01   4.3707017e-01
   4.9529932e-01   4.1855892e-01
   4.9456042e-01   4.0041918e-01
   4.9371648e-01   3.8258793e-01
   4.9275364e-01   3.6500749e-01
   4.9165655e-01   3.4762441e-01
   4.9040831e-01   3.3038878e-01
   4.8899044e-01   3.1325392e-01
   4.8738291e-01   2.9617652e-01
   4.8556425e-01   2.7911725e-01
   4.8351166e-01   2.6204198e-01
   4.8120136e-01   2.4492368e-01
   4.7860891e-01   2.2774493e-01
   4.7570982e-01   2.1050114e-01
   4.7248024e-01   1.9320407e-01
   4.6889781e-01   1.7588542e-01
   4.6494275e-01   1.5859989e-01
   4.6059902e-01   1.4142688e-01
   4.5585571e-01   1.2447031e-01
   4.5070835e-01   1.0785582e-01
   4.4516027e-01   9.1725312e-02
   4.3922381e-01   7.6228900e-02
   4.3292120e-01   6.1515132e-02
   4.2628511e-01   4.7720644e-02
   4.1935856e-01   3.4960554e-02
   4.1219434e-01   2.3320845e-02
   4.0485369e-01   1.2853314e-02
   3.9740439e-01   3.5797218e-03
   3.8991224e-01  -4.5241917e-03
   3.8241393e-01  -1.1589085e-02
   3.7491562e-01  -1.7702164e-02
   3.6741730e-01  -2.2955143e-02
   3.5991899e-01  -2.7435226e-02
   3.5242068e-01  -3.1219229e-02
   3.4492237e-01  -3.4375133e-02
   3.3742405e-01  -3.6963328e-02
   3.2992574e-01  -3.9037645e-02
   3.2242743e-01  -4.0646200e-02
   3.1492911e-01  -4.1832106e-02
   3.0743080e-01  -4.2634068e-02
   2.9993249e-01  -4.3086900e-02
   2.9243418e-01  -4.3221954e-02
   2.8493586e-01  -4.3067504e-02
   2.7743755e-01  -4.2649069e-02
   2.6993924e-01  -4.1989700e-02
   2.6244093e-01  -4.1110225e-02
   2.5494261e-01  -4.0029476e-02
   2.4744430e-01  -3.8764475e-02
   2.3994599e-01  -3.7330610e-02
   2.3244768e-01  -3.5741782e-02
   2.2494936e-01  -3.4010546e-02
   2.1745105e-01  -3.2148227e-02
   2.0995274e-01  -3.0165030e-02
   2.0245443e-01  -2.8070136e-02
   1.9495611e-01  -2.5871787e-02
   1.8745780e-01  -2.3577370e-02
   1.7995949e-01  -2.1193478e-02
   1.7246117e-01  -1.8725980e-02
   1.6496286e-01  -1.6180074e-02
   1.5746455e-01  -1.3560339e-02
   1.4996624e-01  -1.0870782e-02
   1.4246792e-01  -8.1148763e-03
   1.3496961e-01  -5.2956010e-03
   1.2747130e-01  -2.4154718e-03
   1.1997299e-01   5.2342779e-04
   1.1247467e-01   3.5194220e-03
   1.0497636e-01   6.5712189e-03
   9.7478048e-02   9.6778903e-03
   8.9979736e-02   1.2838855e-02
   8.2481423e-02   1.6053862e-02
   7.4983110e-02   1.9322981e-02
   6.7484798e-02   2.2646589e-02
   5.9986485e-02   2.6025363e-02
   5.2488173e-02   2.9460274e-02
   4.4989860e-02   3.2952584e-02
   3.7491547e-02   3.6503840e-02
   2.9993235e-02   4.0115876e-02
   2.2494922e-02   4.3790817e-02
   1.4996609e-02   4.7531075e-02
   7.4982967e-03   5.1339361e-02
  -1.5895382e-08   5.5218686e-02
  -7.4983285e-03   5.9172375e-02
  -1.4996641e-02   6.3204073e-02
  -2.2494954e-02   6.7317756e-02
  -2.9993266e-02   7.1517751e-02
  -3.7491579e-02   7.5808747e-02
  -4.4989892e-02   8.0195811e-02
  -5.2488204e-02   8.4684415e-02
  -5.9986517e-02   8.9280452e-02
  -6.7484830e-02   9.3990262e-02
  -7.4983142e-02   9.8820661e-02
  -8.2481455e-02   1.0377897e-01
  -8.9979768e-02   1.0887304e-01
  -9.7478080e-02   1.1411131e-01
  -1.0497639e-01   1.1950282e-01
  -1.1247471e-01   1.2505728e-01
  -1.1997302e-01   1.3078509e-01
  -1.2747133e-01   1.3669744e-01
  -1.3496964e-01   1.4280633e-01
  -1.4246796e-01   1.4912466e-01
  -1.4996627e-01   1.5566631e-01
  -1.5746458e-01   1.6244625e-01
  -1.6496289e-01   1.6948060e-01
  -1.7246121e-01   1.7678680e-01
  -1.7995952e-01   1.8438374e-01
  -1.8745783e-01   1.9229192e-01
  -1.9495614e-01   2.0053363e-01
  -2.0245446e-01   2.0913323e-01
  -2.0995277e-01   2.1811739e-01
  -2.1745108e-01   2.2751539e-01
  -2.2494939e-01   2.3735956e-01
  -2.3244771e-01   2.4768571e-01
  -2.3994602e-01   2.5853365e-01
  -2.4744433e-01   2.6994790e-01
  -2.5494265e-01   2.8197844e-01
  -2.6244096e-01   2.9468170e-01
  -2.6993927e-01   3.0812166e-01
  -2.7743758e-01   3.2237132e-01
