   4.9997507e-01   1.9366959e+00
   4.9992145e-01   1.6233388e+00
   4.9985977e-01   1.4226043e+00
   4.9978883e-01   1.2867637e+00
   4.9970723e-01   1.1897218e+00
   4.9961340e-01   1.1161682e+00
   4.9950550e-01   1.0570745e+00
   4.9938146e-01   1.0072159e+00
   4.9923887e-01   9.6359861e-01
   4.9907499e-01   9.2447309e-01
   4.9888669e-01   8.8876206e-01
   4.9867038e-01   8.5575635e-01
   4.9842197e-01   8.2495993e-01
   4.9813678e-01   7.9600963e-01
   4.9780950e-01   7.6863052e-01
   4.9743408e-01   7.4260903e-01
   4.9700364e-01   7.1777564e-01
   4.9651041e-01   6.9399327e-01
   4.9594561e-01   6.7114908e-01
   4.9529932e-01   6.4914864e-01
   4.9456042e-01   6.2791158e-01
   4.9371648e-01   6.0736830e-01
   4.9275364e-01   5.8745749e-01
   4.9165655e-01   5.6812424e-01
   4.9040831e-01   5.4931864e-01
   4.8899044e-01   5.3099491e-01
   4.8738291e-01   5.1311108e-01
   4.8556425e-01   4.9562918e-01
   4.8351166e-01   4.7851607e-01
   4.8120136e-01   4.6174502e-01
   4.7860891e-01   4.4529775e-01
   4.7570982e-01   4.2916706e-01
   4.7248024e-01   4.1335963e-01
   4.6889781e-01   3.9789854e-01
   4.6494275e-01   3.8282510e-01
   4.6059902e-01   3.6819935e-01
   4.5585571e-01   3.5409864e-01
   4.5070835e-01   3.4061430e-01
   4.4516027e-01   3.2784601e-01
   4.3922381e-01   3.1589467e-01
   4.3292120e-01   3.0485427e-01
   4.2628511e-01   2.9480390e-01
   4.1935856e-01   2.8580093e-01
   4.1219434e-01   2.7787625e-01
   4.0485369e-01   2.7103203e-01
   3.9740439e-01   2.6524036e-01
   3.8991224e-01   2.6043452e-01
   3.8241393e-01   2.5651362e-01
   3.7491562e-01   2.5337542e-01
   3.6741730e-01   2.5092918e-01
   3.5991899e-01   2.4909579e-01
   3.5242068e-01   2.4780641e-01
   3.4492237e-01   2.4700080e-01
   3.3742405e-01   2.4662605e-01
   3.2992574e-01   2.4663550e-01
   3.2242743e-01   2.4698789e-01
   3.1492911e-01   2.4764660e-01
   3.0743080e-01   2.4857909e-01
   2.9993249e-01   2.4975639e-01
   2.9243418e-01   2.5115263e-01
   2.8493586e-01   2.5274474e-01
   2.7743755e-01   2.5451210e-01
   2.6993924e-01   2.5643626e-01
   2.6244093e-01   2.5850073e-01
   2.5494261e-01   2.6069075e-01
   2.4744430e-01   2.6299316e-01
   2.3994599e-01   2.6539617e-01
   2.3244768e-01   2.6788929e-01
   2.2494936e-01   2.7046315e-01
   2.1745105e-01   2.7310945e-01
   2.0995274e-01   2.7582081e-01
   2.0245443e-01   2.7859071e-01
   1.9495611e-01   2.8141342e-01
   1.8745780e-01   2.8428392e-01
   1.7995949e-01   2.8719783e-01
   1.7246117e-01   2.9015137e-01
   1.6496286e-01   2.9314133e-01
   1.5746455e-01   2.9616496e-01
   1.4996624e-01   2.9922002e-01
   1.4246792e-01   3.0230468e-01
   1.3496961e-01   3.0541751e-01
   1.2747130e-01   3.0855746e-01
   1.1997299e-01   3.1172382e-01
   1.1247467e-01   3.1491622e-01
   1.0497636e-01   3.1813460e-01
   9.7478048e-02   3.2137919e-01
   8.9979736e-02   3.2465049e-01
   8.2481423e-02   3.2794930e-01
   7.4983110e-02   3.3127668e-01
   6.7484798e-02   3.3463391e-01
   5.9986485e-02   3.3802257e-01
   5.2488173e-02   3.4144448e-01
   4.4989860e-02   3.4490168e-01
   3.7491547e-02   3.4839651e-01
   2.9993235e-02   3.5193154e-01
   2.2494922e-02   3.5550962e-01
   1.4996609e-02   3.5913385e-01
   7.4982967e-03   3.6280765e-01
  -1.5895382e-08   3.6653471e-01
  -7.4983285e-03   3.7031906e-01
  -1.4996641e-02   3.7416505e-01
  -2.2494954e-02   3.7807738e-01
  -2.9993266e-02   3.8206116e-01
  -3.7491579e-02   3.8612187e-01
  -4.4989892e-02   3.9026548e-01
  -5.2488204e-02   3.9449840e-01
  -5.9986517e-02   3.9882759e-01
  -6.7484830e-02   4.0326054e-01
  -7.4983142e-02   4.0780538e-01
  -8.2481455e-02   4.1247090e-01
  -8.9979768e-02   4.1726659e-01
  -9.7478080e-02   4.2220274e-01
  -1.0497639e-01   4.2729050e-01
  -1.1247471e-01   4.3254193e-01
  -1.1997302e-01   4.3797009e-01
  -1.2747133e-01   4.4358912e-01
  -1.3496964e-01   4.4941433e-01
  -1.4246796e-01   4.5546228e-01
  -1.4996627e-01   4.6175089e-01
  -1.5746458e-01   4.6829953e-01
  -1.6496289e-01   4.7512913e-01
  -1.7246121e-01   4.8226227e-01
  -1.7995952e-01   4.8972336e-01
  -1.8745783e-01   4.9753868e-01
  -1.9495614e-01   5.0573660e-01
  -2.0245446e-01   5.1434772e-01
  -2.0995277e-01   5.2340500e-01
  -2.1745108e-01   5.3294407e-01
  -2.2494939e-01   5.4300341e-01
  -2.3244771e-01   5.5362470e-01
  -2.3994602e-01   5.6485320e-01
  -2.4744433e-01   5.7673826e-01
  -2.5494265e-01   5.8933392e-01
  -2.6244096e-01   6.0269972e-01
  -2.6993927e-01   6.1690166e-01
  -2.7743758e-01   6.3201352e-01
  -2.8493590e-01   6.4811841e-01
  -2.9243421e-01   6.6531089e-01
  -2.9993252e-01   6.8369950e-01
  -3.0743083e-01   7.0341010e-01
  -3.1492915e-01   7.2459008e-01
  -3.2242746e-01   7.4741370e-01
  -3.2992577e-01   7.7208898e-01
  -3.3742408e-01   7.9886657e-01
  -3.4492240e-01   8.2805122e-01
  -3.5242071e-01   8.6001688e-01
  -3.5991902e-01   8.9522661e-01
  -3.6741734e-01   9.3425934e-01
  -3.7491565e-01   9.7784598e-01
  -3.8241396e-01   1.0269181e+00
  -3.8991227e-01   1.0826652e+00
  -3.9740442e-01   1.1465405e+00
  -4.0485372e-01   1.2201334e+00
  -4.1219438e-01   1.3051170e+00
  -4.1935860e-01   1.4033502e+00
  -4.2628514e-01   1.5169127e+00
